"","GEOID","COCFLAG_2017","COC_FLAG_2018","Gain_Loss_2014_2016"
"797","06075030800",0,0,0
"798","06075030900",0,0,0
"799","06075031000",0,0,0
"800","06075031100",0,0,0
"801","06075031201",1,0,-1
"802","06075031202",0,0,0
"803","06075031301",0,1,1
"804","06075031302",1,1,0
"805","06075031400",1,1,0
"806","06075032601",0,0,0
"807","06075032602",0,0,0
"808","06075032700",0,0,0
"809","06075032801",0,0,0
"810","06075032802",0,0,0
"811","06075032901",0,0,0
"812","06075032902",0,0,0
"813","06075033000",0,0,0
"814","06075033100",0,0,0
"815","06075033201",0,0,0
"816","06075033203",0,0,0
"817","06075033204",0,0,0
"818","06075035100",0,0,0
"819","06075035201",0,0,0
"820","06075035202",0,0,0
"821","06075035300",0,0,0
"822","06075035400",0,0,0
"823","06075040100",0,0,0
"824","06075040200",0,0,0
"825","06075042601",0,0,0
"826","06075042602",0,0,0
"827","06075042700",1,0,-1
"828","06075042800",0,0,0
"829","06075045100",0,0,0
"830","06075045200",0,0,0
"831","06075047600",0,0,0
"832","06075047701",0,0,0
"833","06075047702",0,0,0
"834","06075047801",0,0,0
"835","06075047802",0,0,0
"836","06075047901",0,0,0
"837","06075047902",0,0,0
"838","06075060100",0,0,0
"839","06075060400",1,1,0
"840","06075060502",1,1,0
"841","06075060700",0,0,0
"842","06075061000",0,0,0
"843","06075061100",1,1,0
"844","06075061200",1,1,0
"845","06075061400",0,0,0
"846","06075061500",0,0,0
"847","06075980200",0,0,0
"848","06075980300",0,0,0
"849","06075980501",1,1,0
"850","06075980600",1,1,0
"851","06075980900",0,0,0
"852","06081600100",0,0,0
"853","06081600200",1,1,0
"854","06081600300",0,0,0
"855","06081600401",0,0,0
"856","06081600402",0,0,0
"857","06081600500",0,0,0
"858","06081600600",0,0,0
"859","06081600700",1,0,-1
"860","06081600800",1,1,0
"861","06081600900",0,0,0
"862","06081601000",0,0,0
"863","06081601100",0,0,0
"864","06081601200",0,0,0
"865","06081601300",1,1,0
"866","06081601400",0,0,0
"867","06081601501",0,0,0
"868","06081601502",1,1,0
"869","06081601601",0,0,0
"870","06081601603",0,0,0
"871","06081601604",0,0,0
"872","06081601605",0,0,0
"873","06081601700",0,0,0
"874","06081601800",0,0,0
"875","06081601901",0,0,0
"876","06081601902",0,0,0
"877","06081602000",0,0,0
"878","06081602100",1,1,0
"879","06081602200",1,1,0
"880","06081602300",1,1,0
"881","06081602400",0,0,0
"882","06081602500",0,0,0
"883","06081602600",0,0,0
"884","06081602700",0,0,0
"885","06081602800",0,0,0
"886","06081602900",0,0,0
"887","06081603000",0,0,0
"888","06081603100",0,0,0
"889","06081603200",0,0,0
"890","06081603300",0,0,0
"891","06081603400",0,0,0
"892","06081603700",0,0,0
"893","06081603801",0,0,0
"894","06081603802",0,0,0
"895","06081603900",0,0,0
"896","06081604000",0,0,0
"897","06081604101",0,1,1
"898","06081604102",0,0,0
"899","06081604200",0,0,0
"900","06081604400",0,0,0
"901","06081604500",0,0,0
"902","06081604600",0,0,0
"903","06081604700",0,0,0
"904","06081604800",0,0,0
"905","06081604900",0,0,0
"906","06081605000",0,0,0
"907","06081605100",0,0,0
"908","06081605200",0,0,0
"909","06081605300",0,0,0
"910","06081605400",0,0,0
"911","06081605500",0,0,0
"912","06081605600",0,0,0
"913","06081605700",0,0,0
"914","06081605800",0,0,0
"915","06081605900",1,0,-1
"916","06081606000",0,1,1
"917","06081606100",0,1,1
"918","06081606200",1,1,0
"919","06081606300",0,0,0
"920","06081606400",0,0,0
"921","06081606500",0,0,0
"922","06081606600",0,0,0
"923","06081606700",0,0,0
"924","06081606800",0,0,0
"925","06081606900",0,0,0
"926","06081607000",0,0,0
"927","06081607100",0,0,0
"928","06081607200",0,0,0
"929","06081607300",0,0,0
"930","06081607400",0,0,0
"931","06081607500",0,0,0
"932","06081607600",0,0,0
"933","06081607701",1,1,0
"934","06081607702",0,0,0
"935","06081607800",0,0,0
"936","06081607900",0,0,0
"937","06081608001",0,0,0
"938","06081608002",0,0,0
"939","06081608004",0,0,0
"940","06081608013",0,0,0
"941","06081608023",0,0,0
"942","06081608100",0,0,0
"943","06081608200",0,0,0
"944","06081608300",0,0,0
"945","06081608400",0,0,0
"946","06081608501",0,0,0
"947","06081608502",0,0,0
"948","06081608600",0,0,0
"949","06081608700",0,0,0
"950","06081608800",0,0,0
"951","06081608900",0,0,0
"952","06081609000",0,0,0
"953","06081609100",0,0,0
"954","06081609201",0,0,0
"955","06081609202",0,0,0
"956","06081609300",0,0,0
"957","06081609400",0,0,0
"958","06081609500",0,0,0
"959","06081609601",0,0,0
"960","06081609602",0,0,0
"961","06081609603",0,0,0
"962","06081609700",0,0,0
"963","06081609800",0,0,0
"964","06081609900",0,0,0
"965","06081610000",0,0,0
"966","06081610100",0,0,0
"967","06081610201",1,1,0
"968","06081610202",0,0,0
"969","06081610203",1,1,0
"970","06081610302",0,0,0
"971","06081610303",0,0,0
"972","06081610304",0,0,0
"973","06081610400",1,1,0
"974","06081610500",1,1,0
"975","06081610601",1,1,0
"976","06081610602",0,0,0
"977","06081610700",0,0,0
"978","06081610800",1,1,0
"979","06081610900",0,0,0
"980","06081611000",0,0,0
"981","06081611100",0,0,0
"982","06081611200",0,0,0
"983","06081611300",0,0,0
"984","06081611400",0,0,0
"985","06081611500",0,0,0
"986","06081611600",0,0,0
"987","06081611700",1,1,0
"988","06081611800",1,1,0
"989","06081611900",1,1,0
"990","06081612000",1,1,0
"991","06081612100",1,1,0
"992","06081612500",0,0,0
"993","06081612600",0,0,0
"994","06081612700",0,0,0
"995","06081612800",0,0,0
"996","06081612900",0,0,0
"997","06081613000",0,0,0
"998","06081613200",0,0,0
"999","06081613300",0,0,0
"1000","06081613400",0,0,0
"1001","06081613501",0,0,0
"1002","06081613502",0,0,0
"1003","06081613600",0,0,0
"1004","06081613700",0,0,0
"1005","06081613900",0,0,0
"1006","06081614000",0,0,0
"1007","06081984300",0,NA,NA
"1008","06085500100",1,1,0
"1009","06085500200",0,1,1
"1010","06085500300",0,0,0
"1011","06085500400",0,0,0
"1012","06085500500",0,0,0
"1013","06085500600",0,0,0
"1014","06085500800",0,0,0
"1015","06085500901",1,1,0
"1016","06085500902",1,1,0
"1017","06085501000",1,1,0
"1018","06085501101",1,1,0
"1019","06085501102",1,1,0
"1020","06085501200",1,1,0
"1021","06085501300",0,0,0
"1022","06085501401",1,1,0
"1023","06085501402",1,1,0
"1024","06085501501",1,1,0
"1025","06085501502",1,1,0
"1026","06085501600",1,1,0
"1027","06085501700",1,1,0
"1028","06085501800",0,0,0
"1029","06085501900",0,0,0
"1030","06085502001",0,1,1
"1031","06085502002",1,1,0
"1032","06085502101",0,0,0
"1033","06085502102",1,1,0
"1034","06085502201",1,0,-1
"1035","06085502202",0,0,0
"1036","06085502301",0,0,0
"1037","06085502302",0,0,0
"1038","06085502400",0,0,0
"1039","06085502500",0,0,0
"1040","06085502601",0,0,0
"1041","06085502603",0,0,0
"1042","06085502604",0,0,0
"1043","06085502701",0,0,0
"1044","06085502702",0,0,0
"1045","06085502800",0,0,0
"1046","06085502901",0,0,0
"1047","06085502902",0,0,0
"1048","06085502903",0,0,0
"1049","06085502906",0,0,0
"1050","06085502907",0,0,0
"1051","06085502908",0,0,0
"1052","06085502909",0,0,0
"1053","06085502910",0,0,0
"1054","06085503001",0,0,0
"1055","06085503002",0,0,0
"1056","06085503003",0,0,0
"1057","06085503105",1,1,0
"1058","06085503108",0,0,0
"1059","06085503110",1,1,0
"1060","06085503111",1,0,-1
"1061","06085503112",1,1,0
"1062","06085503113",1,1,0
"1063","06085503115",0,0,0
"1064","06085503116",0,0,0
"1065","06085503117",1,1,0
"1066","06085503118",1,1,0
"1067","06085503121",1,1,0
"1068","06085503122",1,1,0
"1069","06085503123",1,1,0
"1070","06085503204",1,1,0
"1071","06085503207",0,0,0
"1072","06085503208",1,0,-1
"1073","06085503210",1,0,-1
"1074","06085503211",1,1,0
"1075","06085503212",0,0,0
"1076","06085503213",1,1,0
"1077","06085503214",1,1,0
"1078","06085503217",1,1,0
"1079","06085503218",1,1,0
"1080","06085503304",1,1,0
"1081","06085503305",1,1,0
"1082","06085503306",0,1,1
"1083","06085503312",0,0,0
"1084","06085503313",0,0,0
"1085","06085503315",1,1,0
"1086","06085503321",0,0,0
"1087","06085503322",0,0,0
"1088","06085503323",0,0,0
"1089","06085503324",0,0,0
"1090","06085503325",0,0,0
"1091","06085503326",0,0,0
"1092","06085503327",0,0,0
"1093","06085503329",0,0,0
"1094","06085503330",0,0,0
"1095","06085503331",0,0,0
"1096","06085503332",0,0,0
"1097","06085503333",0,0,0
"1098","06085503334",0,0,0
"1099","06085503336",1,1,0
"1100","06085503337",1,0,-1
"1101","06085503401",1,1,0
"1102","06085503402",1,1,0
"1103","06085503504",1,1,0
"1104","06085503506",1,1,0
"1105","06085503507",1,1,0
"1106","06085503508",1,1,0
"1107","06085503509",1,0,-1
"1108","06085503510",1,1,0
"1109","06085503511",0,0,0
"1110","06085503601",1,1,0
"1111","06085503602",1,1,0
"1112","06085503703",1,1,0
"1113","06085503707",1,0,-1
"1114","06085503708",1,0,-1
"1115","06085503709",1,1,0
"1116","06085503710",1,1,0
"1117","06085503711",1,1,0
"1118","06085503712",1,1,0
"1119","06085503713",1,1,0
"1120","06085503802",0,0,0
"1121","06085503803",0,0,0
"1122","06085503804",1,0,-1
"1123","06085503902",1,1,0
"1124","06085503903",1,1,0
"1125","06085504001",0,1,1
"1126","06085504002",1,1,0
"1127","06085504101",1,1,0
"1128","06085504102",1,1,0
"1129","06085504201",0,0,0
"1130","06085504202",0,0,0
"1131","06085504307",0,0,0
"1132","06085504308",0,0,0
"1133","06085504311",0,0,0
"1134","06085504314",0,0,0
"1135","06085504315",0,0,0
"1136","06085504316",0,0,0
"1137","06085504317",0,0,0
"1138","06085504318",1,1,0
"1139","06085504319",0,0,0
"1140","06085504320",0,0,0
"1141","06085504321",0,0,0
"1142","06085504322",0,0,0
"1143","06085504323",0,0,0
"1144","06085504410",0,0,0
"1145","06085504411",0,0,0
"1146","06085504412",0,0,0
"1147","06085504413",0,0,0
"1148","06085504414",0,0,0
"1149","06085504415",0,0,0
"1150","06085504416",0,0,0
"1151","06085504417",0,0,0
"1152","06085504418",1,1,0
"1153","06085504420",0,0,0
"1154","06085504421",0,0,0
"1155","06085504422",0,0,0
"1156","06085504423",0,0,0
"1157","06085504504",0,0,0
"1158","06085504505",0,0,0
"1159","06085504506",0,0,0
"1160","06085504507",0,0,0
"1161","06085504601",0,0,0
"1162","06085504602",0,0,0
"1163","06085504700",0,0,0
"1164","06085504802",0,0,0
"1165","06085504803",0,0,0
"1166","06085504805",0,0,0
"1167","06085504806",0,0,0
"1168","06085504901",0,0,0
"1169","06085505001",0,0,0
"1170","06085505006",0,0,0
"1171","06085505007",0,0,0
"1172","06085505008",0,0,0
"1173","06085505009",1,0,-1
"1174","06085505100",0,1,1
"1175","06085505202",1,1,0
"1176","06085505203",0,0,0
"1177","06085505301",0,0,0
"1178","06085505302",0,0,0
"1179","06085505303",1,0,-1
"1180","06085505304",0,0,0
"1181","06085505305",0,0,0
"1182","06085505401",0,0,0
"1183","06085505402",0,0,0
"1184","06085505403",0,0,0
"1185","06085505500",0,0,0
"1186","06085505600",0,0,0
"1187","06085505700",0,0,0
"1188","06085505800",0,0,0
"1189","06085505900",0,0,0
"1190","06085506000",0,0,0
"1191","06085506101",0,0,0
"1192","06085506102",0,0,0
"1193","06085506103",0,0,0
"1194","06085506202",0,0,0
"1195","06085506203",0,0,0
"1196","06085506204",0,0,0
"1197","06085506301",0,0,0
"1198","06085506302",0,0,0
"1199","06085506304",0,0,0
"1200","06085506305",1,1,0
"1201","06085506401",0,0,0
"1202","06085506402",0,0,0
"1203","06085506501",1,1,0
"1204","06085506502",0,0,0
"1205","06085506503",0,0,0
"1206","06085506601",0,0,0
"1207","06085506603",0,0,0
"1208","06085506604",0,0,0
"1209","06085506605",0,0,0
"1210","06085506606",0,0,0
"1211","06085506701",0,0,0
"1212","06085506702",0,0,0
"1213","06085506703",0,0,0
"1214","06085506801",0,0,0
"1215","06085506802",0,0,0
"1216","06085506803",0,0,0
"1217","06085506804",0,0,0
"1218","06085506900",0,0,0
"1219","06085507001",0,0,0
"1220","06085507002",0,0,0
"1221","06085507100",0,0,0
"1222","06085507203",0,0,0
"1223","06085507205",0,0,0
"1224","06085507206",0,0,0
"1225","06085507301",0,0,0
"1226","06085507302",0,0,0
"1227","06085507401",0,0,0
"1228","06085507402",0,0,0
"1229","06085507500",0,0,0
"1230","06085507600",0,0,0
"1231","06085507701",0,0,0
"1232","06085507702",0,0,0
"1233","06085507703",0,0,0
"1234","06085507805",0,0,0
"1235","06085507806",0,0,0
"1236","06085507807",0,0,0
"1237","06085507808",0,0,0
"1238","06085507903",0,0,0
"1239","06085507904",0,0,0
"1240","06085507905",0,0,0
"1241","06085507906",0,0,0
"1242","06085508001",0,0,0
"1243","06085508003",0,0,0
"1244","06085508004",0,0,0
"1245","06085508101",0,0,0
"1246","06085508102",0,0,0
"1247","06085508202",0,0,0
"1248","06085508203",0,0,0
"1249","06085508204",0,0,0
"1250","06085508301",0,0,0
"1251","06085508303",0,0,0
"1252","06085508304",0,0,0
"1253","06085508401",0,0,0
"1254","06085508403",0,0,0
"1255","06085508404",0,0,0
"1256","06085508503",0,0,0
"1257","06085508504",0,1,1
"1258","06085508505",0,0,0
"1259","06085508507",0,0,0
"1260","06085508508",0,0,0
"1261","06085508601",0,0,0
"1262","06085508602",0,0,0
"1263","06085508703",0,0,0
"1264","06085508704",0,0,0
"1265","06085508800",1,0,-1
"1266","06085508900",1,0,-1
"1267","06085509000",1,1,0
"1268","06085509102",0,0,0
"1269","06085509105",0,0,0
"1270","06085509106",0,0,0
"1271","06085509107",0,0,0
"1272","06085509108",0,0,0
"1273","06085509109",0,0,0
"1274","06085509201",0,0,0
"1275","06085509202",0,0,0
"1276","06085509302",0,0,0
"1277","06085509303",1,1,0
"1278","06085509304",0,0,0
"1279","06085509401",0,0,0
"1280","06085509403",0,0,0
"1281","06085509404",0,0,0
"1282","06085509500",0,0,0
"1283","06085509600",0,0,0
"1284","06085509700",0,0,0
"1285","06085509801",0,0,0
"1286","06085509802",0,0,0
"1287","06085509901",0,0,0
"1288","06085509902",0,0,0
"1289","06085510001",0,0,0
"1290","06085510002",0,0,0
"1291","06085510100",0,0,0
"1292","06085510200",0,0,0
"1293","06085510300",0,0,0
"1294","06085510400",0,0,0
"1295","06085510500",0,0,0
"1296","06085510600",0,0,0
"1297","06085510700",0,0,0
"1298","06085510801",0,0,0
"1299","06085510802",0,0,0
"1300","06085510803",0,0,0
"1301","06085510900",0,0,0
"1302","06085511000",0,0,0
"1303","06085511100",0,0,0
"1304","06085511200",0,0,0
"1305","06085511301",0,0,0
"1306","06085511302",0,0,0
"1307","06085511400",0,0,0
"1308","06085511500",0,0,0
"1309","06085511608",1,1,0
"1310","06085511609",0,0,0
"1311","06085511701",0,0,0
"1312","06085511702",0,0,0
"1313","06085511704",0,0,0
"1314","06085511705",0,0,0
"1315","06085511707",0,0,0
"1316","06085511800",0,0,0
"1317","06085511905",0,0,0
"1318","06085511907",0,0,0
"1319","06085511909",0,0,0
"1320","06085511910",0,0,0
"1321","06085511911",0,0,0
"1322","06085511912",0,0,0
"1323","06085511913",0,0,0
"1324","06085511914",0,0,0
"1325","06085511915",1,1,0
"1326","06085511916",0,0,0
"1327","06085512001",0,0,0
"1328","06085512005",0,0,0
"1329","06085512017",1,1,0
"1330","06085512019",0,0,0
"1331","06085512020",0,0,0
"1332","06085512021",0,0,0
"1333","06085512022",1,1,0
"1334","06085512023",1,1,0
"1335","06085512024",0,0,0
"1336","06085512025",0,0,0
"1337","06085512026",0,0,0
"1338","06085512027",0,0,0
"1339","06085512029",0,0,0
"1340","06085512030",0,0,0
"1341","06085512031",0,0,0
"1342","06085512032",0,0,0
"1343","06085512033",0,0,0
"1344","06085512034",0,0,0
"1345","06085512035",0,0,0
"1346","06085512036",0,0,0
"1347","06085512037",0,0,0
"1348","06085512038",0,0,0
"1349","06085512039",0,0,0
"1350","06085512042",0,0,0
"1351","06085512043",1,1,0
"1352","06085512045",0,0,0
"1353","06085512047",0,0,0
"1354","06085512052",0,0,0
"1355","06085512053",0,0,0
"1356","06085512100",0,0,0
"1357","06085512200",0,0,0
"1358","06085512305",0,0,0
"1359","06085512307",0,0,0
"1360","06085512308",0,0,0
"1361","06085512309",0,0,0
"1362","06085512310",1,1,0
"1363","06085512311",0,0,0
"1364","06085512312",0,0,0
"1365","06085512313",0,0,0
"1366","06085512314",0,0,0
"1367","06085512401",0,0,0
"1368","06085512402",0,0,0
"1369","06085512503",0,0,0
"1370","06085512505",0,0,0
"1371","06085512506",1,1,0
"1372","06085512508",0,0,0
"1373","06085512509",0,0,0
"1374","06085512510",0,0,0
"1375","06085512602",0,0,0
"1376","06085512603",1,1,0
"1377","06085512604",1,1,0
"1378","06085513000",0,0,0
"1379","06085513500",0,0,0
"1380","06095250103",0,0,0
"1381","06095250104",0,0,0
"1382","06095250105",0,0,0
"1383","06095250106",0,0,0
"1384","06095250200",0,0,0
"1385","06095250300",1,0,-1
"1386","06095250400",0,0,0
"1387","06095250501",0,0,0
"1388","06095250502",0,1,1
"1389","06095250601",1,1,0
"1390","06095250604",0,0,0
"1391","06095250605",0,0,0
"1392","06095250701",1,1,0
"1393","06095250801",0,0,0
"1394","06095250900",1,1,0
"1395","06095251000",1,1,0
"1396","06095251100",1,1,0
"1397","06095251200",1,1,0
"1398","06095251300",0,0,0
"1399","06095251400",0,0,0
"1400","06095251500",1,1,0
"1401","06095251600",1,1,0
"1402","06095251701",1,1,0
"1403","06095251702",1,0,-1
"1404","06095251802",1,1,0
"1405","06095251803",1,1,0
"1406","06095251804",0,0,0
"1407","06095251901",1,1,0
"1408","06095251902",1,1,0
"1409","06095251903",1,1,0
"1410","06095252000",0,0,0
"1411","06095252102",0,0,0
"1412","06095252103",0,0,0
"1413","06095252104",0,0,0
"1414","06095252105",0,0,0
"1415","06095252106",0,0,0
"1416","06095252107",0,0,0
"1417","06095252108",0,0,0
"1418","06095252201",0,0,0
"1419","06095252202",0,0,0
"1420","06095252305",0,0,0
"1421","06095252306",0,0,0
"1422","06095252310",0,0,0
"1423","06095252311",0,0,0
"1424","06095252312",0,0,0
"1425","06095252313",0,0,0
"1426","06095252314",0,0,0
"1427","06095252315",0,0,0
"1428","06095252316",0,0,0
"1429","06095252317",0,0,0
"1430","06095252401",1,1,0
"1431","06095252402",1,1,0
"1432","06095252501",1,1,0
"1433","06095252502",0,1,1
"1434","06095252604",1,1,0
"1435","06095252605",1,1,0
"1436","06095252606",1,1,0
"1437","06095252607",1,1,0
"1438","06095252608",1,1,0
"1439","06095252610",0,0,0
"1440","06095252611",1,1,0
"1441","06095252702",0,0,0
"1442","06095252703",1,1,0
"1443","06095252704",1,0,-1
"1444","06095252705",0,0,0
"1445","06095252706",0,0,0
"1446","06095252707",0,1,1
"1447","06095252801",0,0,0
"1448","06095252802",0,0,0
"1449","06095252904",0,0,0
"1450","06095252908",0,0,0
"1451","06095252909",0,0,0
"1452","06095252910",0,0,0
"1453","06095252911",0,0,0
"1454","06095252912",0,0,0
"1455","06095252913",0,0,0
"1456","06095252914",0,0,0
"1457","06095252915",0,0,0
"1458","06095253000",0,NA,NA
"1459","06095253101",0,0,0
"1460","06095253105",1,1,0
"1461","06095253106",0,0,0
"1462","06095253107",0,0,0
"1463","06095253108",0,0,0
"1464","06095253201",0,0,0
"1465","06095253203",0,0,0
"1466","06095253204",0,0,0
"1467","06095253205",0,0,0
"1468","06095253206",0,0,0
"1469","06095253402",0,0,0
"1470","06095253403",0,0,0
"1471","06095253404",0,0,0
"1472","06095253500",0,0,0
"1473","06095980000",0,NA,NA
"1474","06097150100",0,0,0
"1475","06097150202",0,0,0
"1476","06097150203",0,0,0
"1477","06097150204",0,0,0
"1478","06097150303",0,0,0
"1479","06097150304",0,0,0
"1480","06097150305",1,1,0
"1481","06097150306",0,0,0
"1482","06097150500",0,0,0
"1483","06097150601",0,0,0
"1484","06097150602",0,0,0
"1485","06097150603",0,0,0
"1486","06097150607",0,0,0
"1487","06097150609",0,0,0
"1488","06097150610",0,0,0
"1489","06097150611",0,0,0
"1490","06097150612",0,0,0
"1491","06097150701",0,0,0
"1492","06097150702",0,0,0
"1493","06097150800",0,0,0
"1494","06097150901",0,0,0
"1495","06097150902",0,0,0
"1496","06097151000",0,0,0
"1497","06097151100",0,0,0
"1498","06097151201",0,0,0
"1499","06097151203",0,0,0
"1500","06097151204",0,0,0
"1501","06097151301",0,0,0
"1502","06097151305",1,1,0
"1503","06097151306",0,0,0
"1504","06097151307",0,0,0
"1505","06097151308",1,0,-1
"1506","06097151309",0,0,0
"1507","06097151310",0,0,0
"1508","06097151311",0,0,0
"1509","06097151401",0,0,0
"1510","06097151402",1,0,-1
"1511","06097151502",0,0,0
"1512","06097151503",0,0,0
"1513","06097151504",0,0,0
"1514","06097151601",0,0,0
"1515","06097151602",0,0,0
"1516","06097151700",0,0,0
"1517","06097151800",0,0,0
"1518","06097151900",0,0,0
"1519","06097152000",1,1,0
"1520","06097152100",0,0,0
"1521","06097152201",1,0,-1
"1522","06097152202",0,0,0
"1523","06097152203",0,0,0
"1524","06097152300",0,0,0
"1525","06097152400",0,0,0
"1526","06097152501",0,0,0
"1527","06097152502",0,0,0
"1528","06097152600",0,0,0
"1529","06097152701",0,0,0
"1530","06097152702",0,0,0
"1531","06097152801",0,0,0
"1532","06097152802",1,1,0
"1533","06097152903",1,1,0
"1534","06097152904",0,0,0
"1535","06097152905",0,0,0
"1536","06097152906",0,0,0
"1537","06097153001",0,1,1
"1538","06097153002",1,0,-1
"1539","06097153003",0,0,0
"1540","06097153005",0,0,0
"1541","06097153006",0,0,0
"1542","06097153102",1,1,0
"1543","06097153103",0,1,1
"1544","06097153104",1,1,0
"1545","06097153200",0,0,0
"1546","06097153300",0,0,0
"1547","06097153401",0,0,0
"1548","06097153403",0,0,0
"1549","06097153404",0,0,0
"1550","06097153501",0,0,0
"1551","06097153502",0,0,0
"1552","06097153600",0,0,0
"1553","06097153703",0,0,0
"1554","06097153704",0,0,0
"1555","06097153705",0,0,0
"1556","06097153706",0,0,0
"1557","06097153801",0,0,0
"1558","06097153804",0,0,0
"1559","06097153806",0,0,0
"1560","06097153807",0,0,0
"1561","06097153808",0,0,0
"1562","06097153809",0,0,0
"1563","06097153901",0,0,0
"1564","06097153902",0,0,0
"1565","06097153903",0,0,0
"1566","06097154000",0,0,0
"1567","06097154100",0,0,0
"1568","06097154201",0,0,0
"1569","06097154202",0,0,0
